產品線,子產品/平台,網頁/工具,檔案,對應公開URL或路由,公開crawl狀態,資料來源URL,官方來源數,法源/引用筆數,待補常數來源筆數,待修正引用筆數,查證狀態,備註
民眾版,消費爭議權益計算平台,修繕承攬瑕疵主張（民法 §492–§499）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/repair-defect.html,https://consumer.choulegal.com/repair-defect.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=492; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=493; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=494; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=495; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=498; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=499; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=354; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=493; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=494; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=495; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=498; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=499,12,56,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,定型化契約 30 日審閱期（消保法 §11-1）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/review-period.html,https://consumer.choulegal.com/review-period.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11-1,1,12,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,消費爭議自救指南 — 遇到這些情況怎麼辦｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/self-help.html,https://consumer.choulegal.com/self-help.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=354; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=365; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0150002&flno=21; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=19; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51,7,16,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,定型化契約條款顯失公平檢查（消保法 §12）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/standard-form-check.html,https://consumer.choulegal.com/standard-form-check.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=12,3,26,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,訂閱制自動續約／難取消爭議（消保法 §19 / §11-1 / §12）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/subscription-trap.html,https://consumer.choulegal.com/subscription-trap.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=19,3,26,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,使用者條款｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/terms.html,https://consumer.choulegal.com/terms.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=365; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51,2,4,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,旅遊契約取消手續費（國外旅遊契約應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/tour.html,https://consumer.choulegal.com/tour.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17,1,30,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,中古車買賣糾紛（中古汽車買賣應記載事項 + 民法 §354）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/used-car.html,https://consumer.choulegal.com/used-car.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=354; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=92; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=339; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=359; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=92,6,30,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,瑕疵擔保時效查詢（民法 §365）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/warranty-period.html,https://consumer.choulegal.com/warranty-period.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=356; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=359; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=365,3,24,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,婚宴／辦桌取消退定金試算（訂席外燴定型化契約應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/wedding-banquet.html,https://consumer.choulegal.com/wedding-banquet.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17,1,50,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
商業版 5 AI Pro,ETP 企業工作台,行事曆 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/calendar/page.tsx,ETP_PAGE:/[workspace]/calendar,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,新增客訴 — 消費爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/consumer-dispute/cases/new/page.tsx,ETP_PAGE:/[workspace]/consumer-dispute/cases/new,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,app/[workspace]/dashboard,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/dashboard/page.tsx,ETP_PAGE:/[workspace]/dashboard,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,編輯案件 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/cases/[id]/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/cases/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,新增案件 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/cases/new/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/cases/new,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,案件管理 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/cases/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/cases,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,解僱合法性檢查 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/dismissal-risk/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/dismissal-risk,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,競業禁止條款效力檢查 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/non-compete/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/non-compete,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,職災補償試算 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/occupational-injury/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/occupational-injury,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/onboarding/welcome,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/onboarding/welcome/page.tsx,ETP_PAGE:/[workspace]/onboarding/welcome,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,美容美髮 行業風險試算 — 估算法定風險敞口｜周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/beauty/page.tsx,ETP_PAGE:/[workspace]/scenarios/beauty,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,補習班／幼兒園 行業風險試算 — 估算法定風險敞口｜周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/cram-school/page.tsx,ETP_PAGE:/[workspace]/scenarios/cram-school,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,排班合規檢查 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/schedule-check/page.tsx,ETP_PAGE:/[workspace]/schedule-check,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,訂閱管理 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/billing/page.tsx,ETP_PAGE:/[workspace]/settings/billing,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,升級訂閱 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/billing/upgrade/[module]/page.tsx,ETP_PAGE:/[workspace]/settings/billing/upgrade/[module],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,白標設定 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/branding/page.tsx,ETP_PAGE:/[workspace]/settings/branding,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,成員管理 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/members/page.tsx,ETP_PAGE:/[workspace]/settings/members,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,MFA 裝置 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/security/devices/page.tsx,ETP_PAGE:/[workspace]/settings/security/devices,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,啟用 MFA — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/security/enroll/page.tsx,ETP_PAGE:/[workspace]/settings/security/enroll,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,安全與 MFA — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/security/page.tsx,ETP_PAGE:/[workspace]/settings/security,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,Admin · Demo Leads — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/leads/page.tsx,ETP_PAGE:/admin/leads,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/audit/export,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/audit/export/route.ts,ETP_ROUTE:/api/[workspace]/audit/export,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
